code,Qwen/Qwen3-4B_max,Qwen/Qwen3-4B_mean,avg
crh_Latn,0.168,0.0598,0.168
knc_Arab,0.0049,0.0016,0.0049
mai_Deva,0.08,0.0195,0.08
war_Latn,0.2796,0.1066,0.2796
lit_Latn,0.5049,0.1705,0.5049
epo_Latn,0.7381,0.305,0.7381
sot_Latn,0.0702,0.0174,0.0702
tel_Telu,0.0198,0.0073,0.0198
luo_Latn,0.0711,0.0206,0.0711
twi_Latn,0.0711,0.0206,0.0711
pes_Arab,0.3874,0.1402,0.3874
hin_Deva,0.251,0.0823,0.251
kmr_Latn,0.0435,0.019,0.0435
kir_Cyrl,0.0702,0.0205,0.0702
apc_Arab,0.5375,0.2476,0.5375
min_Latn,0.2253,0.1002,0.2253
ron_Latn,0.7945,0.3683,0.7945
ita_Latn,0.9249,0.4835,0.9249
uig_Arab,0.0128,0.0066,0.0128
bak_Cyrl,0.0613,0.0206,0.0613
kas_Arab,0.0217,0.0078,0.0217
ces_Latn,0.7213,0.2765,0.7213
pag_Latn,0.1581,0.076,0.1581
hye_Armn,0.0751,0.0257,0.0751
bem_Latn,0.0573,0.0153,0.0573
khm_Khmr,0.0059,0.0027,0.0059
pol_Latn,0.7292,0.3167,0.7292
uzn_Latn,0.1374,0.0502,0.1374
ory_Orya,0.0128,0.0027,0.0128
min_Arab,0.0049,0.0014,0.0049
ind_Latn,0.8577,0.4404,0.8577
ast_Latn,0.7727,0.3878,0.7727
acm_Arab,0.585,0.2856,0.585
ilo_Latn,0.1018,0.0512,0.1018
cym_Latn,0.0879,0.032,0.0879
bos_Latn,0.7174,0.2832,0.7174
kea_Latn,0.337,0.1448,0.337
mos_Latn,0.0375,0.0119,0.0375
san_Deva,0.0306,0.0098,0.0306
knc_Latn,0.0494,0.0167,0.0494
khk_Cyrl,0.0326,0.0105,0.0326
amh_Ethi,0.0049,0.0017,0.0049
tir_Ethi,0.002,0.0005,0.002
tpi_Latn,0.1057,0.0629,0.1057
swe_Latn,0.8468,0.3967,0.8468
eng_Latn,1.0,1.0,1.0
tgl_Latn,0.4091,0.156,0.4091
acq_Arab,0.6255,0.2968,0.6255
nld_Latn,0.8231,0.4003,0.8231
kam_Latn,0.0543,0.0208,0.0543
por_Latn,0.9575,0.5733,0.9575
sat_Olck,0.0,0.0,0.0
mar_Deva,0.0771,0.0274,0.0771
vie_Latn,0.8429,0.443,0.8429
lin_Latn,0.0494,0.0212,0.0494
fra_Latn,0.9437,0.5462,0.9437
mri_Latn,0.0553,0.019,0.0553
nus_Latn,0.0109,0.0048,0.0109
ckb_Arab,0.0109,0.0048,0.0109
vec_Latn,0.587,0.2729,0.587
dan_Latn,0.8271,0.3789,0.8271
spa_Latn,0.9407,0.5562,0.9407
som_Latn,0.0425,0.0111,0.0425
lim_Latn,0.3478,0.1489,0.3478
jav_Latn,0.3083,0.1153,0.3083
zho_Hans,0.9061,0.6585,0.9061
prs_Arab,0.3962,0.1329,0.3962
ssw_Latn,0.0435,0.0114,0.0435
sun_Latn,0.2717,0.1072,0.2717
nno_Latn,0.7757,0.3244,0.7757
aka_Latn,0.0563,0.0225,0.0563
ars_Arab,0.6482,0.3268,0.6482
scn_Latn,0.3498,0.1282,0.3498
tam_Taml,0.0316,0.011,0.0316
tha_Thai,0.4101,0.1696,0.4101
hat_Latn,0.2026,0.0673,0.2026
kat_Geor,0.0593,0.0186,0.0593
taq_Latn,0.0613,0.0164,0.0613
yue_Hant,0.915,0.6481,0.915
ell_Grek,0.2737,0.0806,0.2737
lij_Latn,0.4081,0.1614,0.4081
bod_Tibt,0.0,0.0,0.0
hau_Latn,0.0553,0.0166,0.0553
sag_Latn,0.0375,0.0157,0.0375
fao_Latn,0.1729,0.0507,0.1729
urd_Arab,0.2312,0.06,0.2312
azb_Arab,0.0524,0.0129,0.0524
ayr_Latn,0.0198,0.0075,0.0198
oci_Latn,0.7085,0.3175,0.7085
lus_Latn,0.0494,0.0195,0.0494
shn_Mymr,0.002,0.0009,0.002
kaz_Cyrl,0.0949,0.0302,0.0949
npi_Deva,0.0711,0.0227,0.0711
nso_Latn,0.0711,0.0213,0.0711
guj_Gujr,0.0267,0.0106,0.0267
eus_Latn,0.1502,0.0533,0.1502
ary_Arab,0.3053,0.1508,0.3053
awa_Deva,0.1986,0.0407,0.1986
mya_Mymr,0.003,0.0005,0.003
azj_Latn,0.1314,0.0483,0.1314
bjn_Arab,0.0089,0.0028,0.0089
ceb_Latn,0.332,0.1228,0.332
tur_Latn,0.5,0.2148,0.5
deu_Latn,0.8854,0.4974,0.8854
mni_Beng,0.0059,0.0019,0.0059
wol_Latn,0.0583,0.0235,0.0583
smo_Latn,0.0524,0.0144,0.0524
jpn_Jpan,0.6759,0.3668,0.6759
mkd_Cyrl,0.6808,0.2324,0.6808
kmb_Latn,0.0336,0.0125,0.0336
kbp_Latn,0.0178,0.0043,0.0178
umb_Latn,0.0257,0.0117,0.0257
gla_Latn,0.0375,0.0116,0.0375
srp_Cyrl,0.6709,0.2353,0.6709
bug_Latn,0.0504,0.0294,0.0504
gaz_Latn,0.0138,0.0051,0.0138
arz_Arab,0.4713,0.2219,0.4713
aeb_Arab,0.4358,0.2119,0.4358
fon_Latn,0.0227,0.0061,0.0227
ajp_Arab,0.5524,0.26,0.5524
afr_Latn,0.7727,0.3369,0.7727
glg_Latn,0.8824,0.4762,0.8824
swh_Latn,0.0563,0.0216,0.0563
tsn_Latn,0.0553,0.0152,0.0553
xho_Latn,0.0514,0.0151,0.0514
sin_Sinh,0.002,0.001,0.002
ban_Latn,0.1443,0.0754,0.1443
ltg_Latn,0.1038,0.0374,0.1038
tso_Latn,0.0553,0.0177,0.0553
heb_Hebr,0.6838,0.304,0.6838
mlt_Latn,0.1413,0.0509,0.1413
ben_Beng,0.083,0.0315,0.083
srd_Latn,0.3409,0.1376,0.3409
cat_Latn,0.8755,0.4383,0.8755
kac_Latn,0.0188,0.0062,0.0188
gle_Latn,0.0395,0.0169,0.0395
yor_Latn,0.0296,0.0101,0.0296
bam_Latn,0.0316,0.0128,0.0316
zul_Latn,0.0415,0.0129,0.0415
kon_Latn,0.0464,0.0201,0.0464
hrv_Latn,0.7362,0.2828,0.7362
bjn_Latn,0.2599,0.1157,0.2599
kab_Latn,0.0128,0.0051,0.0128
kas_Deva,0.0198,0.0059,0.0198
bel_Cyrl,0.3775,0.1112,0.3775
pap_Latn,0.3053,0.1446,0.3053
slv_Latn,0.663,0.2315,0.663
