code,Qwen/Qwen3-1.7B_max,Qwen/Qwen3-1.7B_mean,avg
nyo_Latn,0.0097,0.0003,0.0097
kmr_Latn,0.0097,0.0003,0.0097
kir_Cyrl,0.0097,0.0017,0.0097
kne_Latn,0.0194,0.0084,0.0194
mdy_Ethi,0.0,0.0,0.0
ayo_Latn,0.0097,0.0003,0.0097
gvs_Latn,0.0,0.0,0.0
gud_Latn,0.0,0.0,0.0
pcm_Latn,0.0583,0.0251,0.0583
cme_Latn,0.0097,0.0003,0.0097
pes_Arab,0.1165,0.0348,0.1165
isd_Latn,0.0291,0.006,0.0291
gof_Latn,0.0097,0.0017,0.0097
hin_Deva,0.0971,0.0218,0.0971
tby_Latn,0.0,0.0,0.0
ctp_Latn,0.0,0.0,0.0
mnk_Latn,0.0097,0.0003,0.0097
srp_Latn,0.2913,0.1152,0.2913
twi_Latn,0.0097,0.004,0.0097
gya_Latn,0.0097,0.0007,0.0097
poh_Latn,0.0097,0.001,0.0097
hra_Latn,0.0194,0.0033,0.0194
mcr_Latn,0.0,0.0,0.0
tiy_Latn,0.0097,0.0007,0.0097
cly_Latn,0.0097,0.0013,0.0097
bak_Cyrl,0.0,0.0,0.0
con_Latn,0.0097,0.0007,0.0097
lif_Deva,0.0,0.0,0.0
uvl_Latn,0.0097,0.0007,0.0097
uig_Arab,0.0097,0.0007,0.0097
zpu_Latn,0.0,0.0,0.0
gah_Latn,0.0,0.0,0.0
adh_Latn,0.0097,0.0027,0.0097
cpb_Latn,0.0097,0.0003,0.0097
ita_Latn,0.7864,0.3642,0.7864
nbq_Latn,0.0097,0.0003,0.0097
naf_Latn,0.0,0.0,0.0
ksb_Latn,0.0097,0.0007,0.0097
wnc_Latn,0.0,0.0,0.0
min_Latn,0.0194,0.005,0.0194
cul_Latn,0.0097,0.0007,0.0097
ron_Latn,0.4272,0.1322,0.4272
tbz_Latn,0.0,0.0,0.0
acn_Latn,0.0097,0.0003,0.0097
lac_Latn,0.0097,0.0013,0.0097
pir_Latn,0.0,0.0,0.0
cbt_Latn,0.0,0.0,0.0
cac_Latn,0.0097,0.0003,0.0097
qup_Latn,0.0,0.0,0.0
kbc_Latn,0.0,0.0,0.0
jam_Latn,0.0097,0.0033,0.0097
zat_Latn,0.0,0.0,0.0
mtj_Latn,0.0097,0.0003,0.0097
tyv_Cyrl,0.0,0.0,0.0
gug_Latn,0.0194,0.007,0.0194
knf_Latn,0.0,0.0,0.0
maz_Latn,0.0097,0.0003,0.0097
kia_Latn,0.0097,0.0013,0.0097
zpt_Latn,0.0194,0.0017,0.0194
yml_Latn,0.0,0.0,0.0
gai_Latn,0.0097,0.0003,0.0097
mej_Latn,0.0097,0.0007,0.0097
wap_Latn,0.0097,0.0003,0.0097
inb_Latn,0.0,0.0,0.0
pag_Latn,0.0194,0.0047,0.0194
msm_Latn,0.0097,0.001,0.0097
gdg_Latn,0.0097,0.0027,0.0097
otn_Latn,0.0,0.0,0.0
mio_Latn,0.0,0.0,0.0
iry_Latn,0.0194,0.004,0.0194
roo_Latn,0.0097,0.0003,0.0097
ndi_Latn,0.0,0.0,0.0
arn_Latn,0.0097,0.0013,0.0097
ces_Latn,0.3495,0.0971,0.3495
tsz_Latn,0.0097,0.002,0.0097
bov_Latn,0.0097,0.0003,0.0097
tpm_Latn,0.0,0.0,0.0
tuc_Latn,0.0097,0.0007,0.0097
zia_Latn,0.0,0.0,0.0
ksc_Latn,0.0194,0.0057,0.0194
ded_Latn,0.0,0.0,0.0
fry_Latn,0.0291,0.011,0.0291
adi_Latn,0.0194,0.0027,0.0194
cpc_Latn,0.0097,0.0007,0.0097
dwr_Latn,0.0097,0.0003,0.0097
sbl_Latn,0.0,0.0,0.0
emi_Latn,0.0097,0.0003,0.0097
cbu_Latn,0.0097,0.002,0.0097
bhp_Latn,0.0194,0.0007,0.0194
cab_Latn,0.0,0.0,0.0
old_Latn,0.0097,0.0003,0.0097
pis_Latn,0.0194,0.0054,0.0194
sgb_Latn,0.0097,0.0007,0.0097
cwe_Latn,0.0,0.0,0.0
kng_Latn,0.0,0.0,0.0
eve_Cyrl,0.0,0.0,0.0
lhi_Latn,0.0,0.0,0.0
mbl_Latn,0.0,0.0,0.0
lif_Limb,0.0,0.0,0.0
azz_Latn,0.0097,0.001,0.0097
aym_Latn,0.0097,0.0023,0.0097
sxn_Latn,0.0097,0.0003,0.0097
shp_Latn,0.0194,0.003,0.0194
kki_Latn,0.0097,0.0003,0.0097
sbk_Latn,0.0097,0.002,0.0097
giz_Latn,0.0194,0.0017,0.0194
qva_Latn,0.0194,0.0037,0.0194
cbr_Latn,0.0097,0.0003,0.0097
hlt_Latn,0.0,0.0,0.0
nch_Latn,0.0194,0.0007,0.0194
yua_Latn,0.0097,0.0003,0.0097
ach_Latn,0.0,0.0,0.0
ctu_Latn,0.0,0.0,0.0
kgk_Latn,0.0,0.0,0.0
snn_Latn,0.0,0.0,0.0
cnw_Latn,0.0097,0.0017,0.0097
mqb_Latn,0.0,0.0,0.0
zar_Latn,0.0097,0.0007,0.0097
aom_Latn,0.0097,0.0003,0.0097
bru_Latn,0.0,0.0,0.0
khy_Latn,0.0,0.0,0.0
alz_Latn,0.0291,0.0023,0.0291
tof_Latn,0.0,0.0,0.0
pwg_Latn,0.0097,0.0003,0.0097
bsj_Latn,0.0194,0.004,0.0194
ame_Latn,0.0097,0.0044,0.0097
ptp_Latn,0.0,0.0,0.0
khm_Khmr,0.0,0.0,0.0
gwi_Latn,0.0097,0.0017,0.0097
bem_Latn,0.0097,0.0023,0.0097
ikk_Latn,0.0,0.0,0.0
dif_Latn,0.0194,0.0033,0.0194
ahk_Latn,0.0,0.0,0.0
bus_Latn,0.0,0.0,0.0
qxl_Latn,0.0097,0.0003,0.0097
soq_Latn,0.0097,0.0033,0.0097
bvd_Latn,0.0097,0.0003,0.0097
hye_Armn,0.0388,0.0067,0.0388
pri_Latn,0.0,0.0,0.0
yan_Latn,0.0194,0.0044,0.0194
yby_Latn,0.0,0.0,0.0
ntp_Latn,0.0,0.0,0.0
lcm_Latn,0.0097,0.0003,0.0097
tcc_Latn,0.0097,0.0003,0.0097
mih_Latn,0.0097,0.0003,0.0097
sus_Latn,0.0,0.0,0.0
mza_Latn,0.0,0.0,0.0
kvj_Latn,0.0,0.0,0.0
ksd_Latn,0.0194,0.008,0.0194
ign_Latn,0.0097,0.0003,0.0097
nri_Latn,0.0194,0.0023,0.0194
hye_Latn,0.0,0.0,0.0
trc_Latn,0.0,0.0,0.0
enx_Latn,0.0097,0.0007,0.0097
pol_Latn,0.3981,0.1383,0.3981
kum_Cyrl,0.0,0.0,0.0
wib_Latn,0.0,0.0,0.0
mmx_Latn,0.0097,0.001,0.0097
quw_Latn,0.0194,0.004,0.0194
rad_Latn,0.0,0.0,0.0
bqc_Latn,0.0097,0.005,0.0097
bbj_Latn,0.0097,0.005,0.0097
njb_Latn,0.0,0.0,0.0
zas_Latn,0.0097,0.001,0.0097
mbj_Latn,0.0,0.0,0.0
mcu_Latn,0.0097,0.0003,0.0097
lip_Latn,0.0,0.0,0.0
xav_Latn,0.0,0.0,0.0
sop_Latn,0.0,0.0,0.0
msk_Latn,0.0097,0.0007,0.0097
dig_Latn,0.0097,0.0013,0.0097
mur_Latn,0.0,0.0,0.0
obo_Latn,0.0194,0.001,0.0194
ind_Latn,0.6214,0.224,0.6214
ory_Orya,0.0291,0.0037,0.0291
uli_Latn,0.0194,0.0017,0.0194
mop_Latn,0.0097,0.0013,0.0097
leu_Latn,0.0097,0.0007,0.0097
tue_Latn,0.0,0.0,0.0
iba_Latn,0.0194,0.0097,0.0194
sur_Latn,0.0,0.0,0.0
ndo_Latn,0.0097,0.0003,0.0097
yao_Latn,0.0,0.0,0.0
kff_Telu,0.0,0.0,0.0
uig_Latn,0.0097,0.0003,0.0097
cuk_Latn,0.0097,0.0017,0.0097
ilo_Latn,0.0194,0.0027,0.0194
shu_Latn,0.0097,0.001,0.0097
xed_Latn,0.0097,0.0007,0.0097
tku_Latn,0.0097,0.0003,0.0097
mbi_Latn,0.0,0.0,0.0
xsr_Deva,0.0,0.0,0.0
guc_Latn,0.0194,0.001,0.0194
mrw_Latn,0.0097,0.0013,0.0097
stn_Latn,0.0097,0.0007,0.0097
hix_Latn,0.0,0.0,0.0
glv_Latn,0.0194,0.002,0.0194
crn_Latn,0.0,0.0,0.0
ldi_Latn,0.0097,0.0007,0.0097
nst_Latn,0.0,0.0,0.0
qvc_Latn,0.0,0.0,0.0
dww_Latn,0.0,0.0,0.0
tgp_Latn,0.0291,0.009,0.0291
ncj_Latn,0.0097,0.002,0.0097
dgi_Latn,0.0,0.0,0.0
cag_Latn,0.0097,0.004,0.0097
nbu_Latn,0.0,0.0,0.0
cco_Latn,0.0097,0.0003,0.0097
tuf_Latn,0.0097,0.0017,0.0097
ksf_Latn,0.0,0.0,0.0
gkp_Latn,0.0,0.0,0.0
adl_Latn,0.0,0.0,0.0
mos_Latn,0.0,0.0,0.0
tca_Latn,0.0,0.0,0.0
ntr_Latn,0.0,0.0,0.0
kaa_Cyrl,0.0194,0.004,0.0194
yal_Latn,0.0097,0.0003,0.0097
yre_Latn,0.0,0.0,0.0
pab_Latn,0.0097,0.0003,0.0097
nnp_Latn,0.0,0.0,0.0
beo_Latn,0.0,0.0,0.0
qxn_Latn,0.0097,0.0027,0.0097
prk_Latn,0.0,0.0,0.0
sld_Latn,0.0,0.0,0.0
zpq_Latn,0.0097,0.001,0.0097
cym_Latn,0.0194,0.0033,0.0194
kjs_Latn,0.0,0.0,0.0
grt_Beng,0.0,0.0,0.0
uvh_Latn,0.0,0.0,0.0
nhi_Latn,0.0097,0.0013,0.0097
gqr_Latn,0.0097,0.0003,0.0097
gub_Latn,0.0,0.0,0.0
pck_Latn,0.0194,0.0027,0.0194
xsb_Latn,0.0097,0.0017,0.0097
cnt_Latn,0.0,0.0,0.0
mbh_Latn,0.0097,0.0003,0.0097
gfk_Latn,0.0097,0.0017,0.0097
lhm_Latn,0.0,0.0,0.0
hub_Latn,0.0097,0.0013,0.0097
aly_Latn,0.0097,0.0003,0.0097
khz_Latn,0.0,0.0,0.0
aon_Latn,0.0,0.0,0.0
ewo_Latn,0.0291,0.0023,0.0291
rro_Latn,0.0097,0.001,0.0097
jra_Latn,0.0,0.0,0.0
mto_Latn,0.0,0.0,0.0
pfe_Latn,0.0,0.0,0.0
kqo_Latn,0.0,0.0,0.0
san_Deva,0.0194,0.0037,0.0194
pon_Latn,0.0097,0.002,0.0097
caf_Latn,0.0097,0.0003,0.0097
kaq_Latn,0.0097,0.0007,0.0097
aer_Latn,0.0,0.0,0.0
gjn_Latn,0.0,0.0,0.0
nsu_Latn,0.0194,0.007,0.0194
rmc_Latn,0.0194,0.0054,0.0194
apb_Latn,0.0097,0.0003,0.0097
tpi_Latn,0.0097,0.0007,0.0097
cui_Latn,0.0,0.0,0.0
abt_Latn,0.0,0.0,0.0
yam_Latn,0.0,0.0,0.0
iws_Latn,0.0097,0.0003,0.0097
mor_Latn,0.0,0.0,0.0
lew_Latn,0.0097,0.001,0.0097
mle_Latn,0.0,0.0,0.0
pmf_Latn,0.0097,0.001,0.0097
bcw_Latn,0.0,0.0,0.0
szb_Latn,0.0,0.0,0.0
amf_Latn,0.0097,0.0007,0.0097
tir_Ethi,0.0097,0.0003,0.0097
mfy_Latn,0.0,0.0,0.0
men_Latn,0.0097,0.0003,0.0097
gam_Latn,0.0,0.0,0.0
qxo_Latn,0.0097,0.0003,0.0097
amh_Ethi,0.0,0.0,0.0
nmf_Latn,0.0097,0.0007,0.0097
djr_Latn,0.0,0.0,0.0
cok_Latn,0.0,0.0,0.0
nnq_Latn,0.0,0.0,0.0
snc_Latn,0.0,0.0,0.0
maq_Latn,0.0,0.0,0.0
mbf_Latn,0.1456,0.0489,0.1456
smt_Latn,0.0097,0.001,0.0097
gul_Latn,0.0971,0.0368,0.0971
mwv_Latn,0.0097,0.0007,0.0097
njn_Latn,0.0097,0.0037,0.0097
niy_Latn,0.0,0.0,0.0
mta_Latn,0.0097,0.0003,0.0097
mgh_Latn,0.0,0.0,0.0
fin_Latn,0.1068,0.0275,0.1068
yon_Latn,0.0,0.0,0.0
kkc_Latn,0.0097,0.0013,0.0097
ivb_Latn,0.0,0.0,0.0
kbh_Latn,0.0194,0.005,0.0194
npl_Latn,0.0194,0.0037,0.0194
plw_Latn,0.0097,0.0007,0.0097
snd_Arab,0.0194,0.0044,0.0194
lwo_Latn,0.0,0.0,0.0
tro_Latn,0.0,0.0,0.0
kyu_Mymr,0.0,0.0,0.0
kto_Latn,0.0097,0.0003,0.0097
icr_Latn,0.0291,0.0107,0.0291
jmc_Latn,0.0,0.0,0.0
ace_Latn,0.0097,0.002,0.0097
kgf_Latn,0.0,0.0,0.0
isl_Latn,0.0485,0.0137,0.0485
mie_Latn,0.0097,0.002,0.0097
ken_Latn,0.0,0.0,0.0
ndc_Latn,0.0097,0.0054,0.0097
kvg_Latn,0.0,0.0,0.0
uzb_Latn,0.0097,0.003,0.0097
kup_Latn,0.0097,0.0003,0.0097
mzl_Latn,0.0,0.0,0.0
tui_Latn,0.0097,0.002,0.0097
lug_Latn,0.0097,0.0003,0.0097
spp_Latn,0.0,0.0,0.0
ssg_Latn,0.0097,0.0003,0.0097
tew_Latn,0.0,0.0,0.0
ukr_Cyrl,0.3883,0.1051,0.3883
kik_Latn,0.0,0.0,0.0
amh_Latn,0.0,0.0,0.0
pdc_Latn,0.0194,0.0064,0.0194
wbm_Latn,0.0,0.0,0.0
dik_Latn,0.0097,0.001,0.0097
mpp_Latn,0.0,0.0,0.0
rug_Latn,0.0097,0.0013,0.0097
nmh_Latn,0.0,0.0,0.0
coe_Latn,0.0097,0.0013,0.0097
pam_Latn,0.0194,0.0027,0.0194
kor_Latn,0.0097,0.0003,0.0097
dyu_Latn,0.0,0.0,0.0
oss_Cyrl,0.0097,0.0003,0.0097
slk_Latn,0.233,0.087,0.233
nyf_Latn,0.0097,0.0003,0.0097
rai_Latn,0.0,0.0,0.0
njo_Latn,0.0,0.0,0.0
mww_Latn,0.0,0.0,0.0
viv_Latn,0.0,0.0,0.0
gum_Latn,0.0097,0.001,0.0097
xsm_Latn,0.0,0.0,0.0
urw_Latn,0.0,0.0,0.0
noa_Latn,0.0,0.0,0.0
acd_Latn,0.0,0.0,0.0
lai_Latn,0.0,0.0,0.0
mkl_Latn,0.0,0.0,0.0
trn_Latn,0.0097,0.0007,0.0097
bmu_Latn,0.0,0.0,0.0
auc_Latn,0.0097,0.0003,0.0097
avt_Latn,0.0097,0.002,0.0097
qvm_Latn,0.0194,0.0054,0.0194
mnb_Latn,0.0097,0.0007,0.0097
xla_Latn,0.0,0.0,0.0
quz_Latn,0.0097,0.0017,0.0097
lex_Latn,0.0097,0.0007,0.0097
nre_Latn,0.0097,0.002,0.0097
agu_Latn,0.0097,0.002,0.0097
awk_Latn,0.0,0.0,0.0
zos_Latn,0.0097,0.0007,0.0097
ong_Latn,0.0,0.0,0.0
are_Latn,0.0194,0.0033,0.0194
ngu_Latn,0.0097,0.001,0.0097
mzm_Latn,0.0,0.0,0.0
akp_Latn,0.0194,0.0017,0.0194
ote_Latn,0.0,0.0,0.0
ruf_Latn,0.0097,0.0007,0.0097
nhg_Latn,0.0097,0.0003,0.0097
czt_Latn,0.0097,0.0003,0.0097
arb_Arab,0.3301,0.0636,0.3301
toj_Latn,0.0097,0.0003,0.0097
apn_Latn,0.0,0.0,0.0
isn_Latn,0.0097,0.004,0.0097
laj_Latn,0.0097,0.0007,0.0097
vun_Latn,0.0,0.0,0.0
rmo_Latn,0.0097,0.0017,0.0097
mhx_Latn,0.0097,0.0003,0.0097
sbd_Latn,0.0,0.0,0.0
quy_Latn,0.0194,0.0044,0.0194
mna_Latn,0.0097,0.0007,0.0097
sas_Latn,0.0097,0.0037,0.0097
qvn_Latn,0.0194,0.0037,0.0194
plu_Latn,0.0097,0.001,0.0097
kqc_Latn,0.0097,0.0007,0.0097
cha_Latn,0.0291,0.0033,0.0291
fil_Latn,0.2039,0.0435,0.2039
hun_Latn,0.2136,0.0495,0.2136
lzh_Hani,0.3204,0.1255,0.3204
mbd_Latn,0.0,0.0,0.0
kno_Latn,0.0,0.0,0.0
mas_Latn,0.0194,0.005,0.0194
sna_Latn,0.0097,0.005,0.0097
nob_Latn,0.3883,0.162,0.3883
urt_Latn,0.0,0.0,0.0
gun_Latn,0.0194,0.0047,0.0194
cmo_Latn,0.0,0.0,0.0
mse_Latn,0.0097,0.005,0.0097
kan_Knda,0.0097,0.0013,0.0097
prf_Latn,0.0194,0.005,0.0194
toi_Latn,0.0097,0.0007,0.0097
log_Latn,0.0,0.0,0.0
gaa_Latn,0.0097,0.0033,0.0097
kor_Hang,0.3107,0.0904,0.3107
sig_Latn,0.0,0.0,0.0
bpr_Latn,0.0097,0.0003,0.0097
nhd_Latn,0.0194,0.0067,0.0194
dop_Latn,0.0,0.0,0.0
hns_Latn,0.0097,0.0013,0.0097
tuk_Latn,0.0,0.0,0.0
big_Latn,0.0097,0.0013,0.0097
dur_Latn,0.0,0.0,0.0
yaa_Latn,0.0097,0.001,0.0097
abx_Latn,0.0097,0.0017,0.0097
mig_Latn,0.0,0.0,0.0
ibo_Latn,0.0097,0.0027,0.0097
myy_Latn,0.0,0.0,0.0
cak_Latn,0.0097,0.0013,0.0097
ktb_Ethi,0.0,0.0,0.0
plt_Latn,0.0097,0.001,0.0097
npo_Latn,0.0097,0.0007,0.0097
qvo_Latn,0.0194,0.0027,0.0194
gom_Latn,0.0097,0.0017,0.0097
dru_Latn,0.0,0.0,0.0
mhy_Latn,0.0291,0.0057,0.0291
acf_Latn,0.0097,0.0017,0.0097
rmn_Latn,0.0194,0.0033,0.0194
mal_Mlym,0.0194,0.0047,0.0194
fuv_Latn,0.0,0.0,0.0
hch_Latn,0.0097,0.0007,0.0097
guo_Latn,0.0097,0.0017,0.0097
wuv_Latn,0.0291,0.0044,0.0291
urd_Deva,0.0485,0.011,0.0485
ppo_Latn,0.0,0.0,0.0
bwu_Latn,0.0,0.0,0.0
bul_Cyrl,0.3495,0.1142,0.3495
jae_Latn,0.0097,0.0007,0.0097
yom_Latn,0.0097,0.0003,0.0097
etu_Latn,0.0,0.0,0.0
pua_Latn,0.0097,0.002,0.0097
njm_Latn,0.0097,0.0003,0.0097
bar_Latn,0.0291,0.0141,0.0291
nhe_Latn,0.0,0.0,0.0
way_Latn,0.0,0.0,0.0
ium_Thai,0.0,0.0,0.0
toh_Latn,0.0194,0.001,0.0194
cya_Latn,0.0097,0.0013,0.0097
amk_Latn,0.0,0.0,0.0
bps_Latn,0.0097,0.0003,0.0097
gdn_Latn,0.0,0.0,0.0
ixl_Latn,0.0097,0.0003,0.0097
cof_Latn,0.0194,0.006,0.0194
mps_Latn,0.0,0.0,0.0
cfm_Latn,0.0194,0.004,0.0194
nwx_Deva,0.0,0.0,0.0
blh_Latn,0.0,0.0,0.0
kus_Latn,0.0194,0.0017,0.0194
myx_Latn,0.0097,0.0003,0.0097
nwi_Latn,0.0,0.0,0.0
mif_Latn,0.0,0.0,0.0
agw_Latn,0.0097,0.001,0.0097
tat_Cyrl,0.0097,0.0017,0.0097
mlh_Latn,0.0,0.0,0.0
byx_Latn,0.0,0.0,0.0
awi_Latn,0.0097,0.0007,0.0097
nan_Latn,0.0,0.0,0.0
ksj_Latn,0.0,0.0,0.0
ssd_Latn,0.0,0.0,0.0
sps_Latn,0.0097,0.002,0.0097
cjo_Latn,0.0097,0.001,0.0097
aze_Cyrl,0.0097,0.001,0.0097
dov_Latn,0.0097,0.0047,0.0097
kyq_Latn,0.0,0.0,0.0
wbi_Latn,0.0,0.0,0.0
xtn_Latn,0.0097,0.0007,0.0097
kzf_Latn,0.0097,0.0007,0.0097
zpz_Latn,0.0097,0.0003,0.0097
bsc_Latn,0.0,0.0,0.0
zsm_Latn,0.068,0.0181,0.068
gag_Latn,0.0777,0.0301,0.0777
too_Latn,0.0,0.0,0.0
est_Latn,0.0874,0.0271,0.0874
mpt_Latn,0.0,0.0,0.0
chv_Cyrl,0.0097,0.001,0.0097
hag_Latn,0.0,0.0,0.0
box_Latn,0.0,0.0,0.0
ndg_Latn,0.0097,0.005,0.0097
ngp_Latn,0.0194,0.0044,0.0194
mzh_Latn,0.0097,0.0007,0.0097
krc_Cyrl,0.0097,0.0003,0.0097
cuc_Latn,0.0097,0.0017,0.0097
aai_Latn,0.0,0.0,0.0
mox_Latn,0.0,0.0,0.0
jiv_Latn,0.0,0.0,0.0
zho_Hani,0.4175,0.1393,0.4175
bzh_Latn,0.0097,0.0003,0.0097
kpz_Latn,0.0,0.0,0.0
tum_Latn,0.0097,0.0007,0.0097
vag_Latn,0.0097,0.0017,0.0097
bjv_Latn,0.0,0.0,0.0
kqe_Latn,0.0,0.0,0.0
pls_Latn,0.0097,0.001,0.0097
nca_Latn,0.0,0.0,0.0
bki_Latn,0.0,0.0,0.0
qvh_Latn,0.0097,0.0047,0.0097
nph_Latn,0.0097,0.0003,0.0097
ozm_Latn,0.0,0.0,0.0
aca_Latn,0.0097,0.0003,0.0097
wos_Latn,0.0,0.0,0.0
fuq_Latn,0.0,0.0,0.0
guh_Latn,0.0097,0.002,0.0097
mau_Latn,0.0097,0.0007,0.0097
mbb_Latn,0.0,0.0,0.0
jbu_Latn,0.0,0.0,0.0
fij_Latn,0.0097,0.001,0.0097
udu_Latn,0.0,0.0,0.0
ewe_Latn,0.0,0.0,0.0
tnp_Latn,0.0,0.0,0.0
rub_Latn,0.0,0.0,0.0
pah_Latn,0.0,0.0,0.0
msb_Latn,0.0388,0.0131,0.0388
soy_Latn,0.0097,0.0003,0.0097
esu_Latn,0.0291,0.0027,0.0291
tuk_Arab,0.0,0.0,0.0
kin_Latn,0.0,0.0,0.0
amm_Latn,0.0097,0.0007,0.0097
ton_Latn,0.0,0.0,0.0
mee_Latn,0.0,0.0,0.0
dow_Latn,0.0097,0.0023,0.0097
cce_Latn,0.0097,0.002,0.0097
ter_Latn,0.0,0.0,0.0
zyp_Latn,0.0097,0.0007,0.0097
hne_Deva,0.0097,0.0003,0.0097
cub_Latn,0.0,0.0,0.0
mjw_Latn,0.0194,0.0044,0.0194
kek_Latn,0.0097,0.001,0.0097
tgk_Cyrl,0.0097,0.0003,0.0097
ava_Cyrl,0.0,0.0,0.0
bmq_Latn,0.0,0.0,0.0
ktj_Latn,0.0,0.0,0.0
ycn_Latn,0.0097,0.0003,0.0097
tac_Latn,0.0,0.0,0.0
lam_Latn,0.0,0.0,0.0
aey_Latn,0.0097,0.0007,0.0097
qvi_Latn,0.0097,0.0003,0.0097
sat_Latn,0.0,0.0,0.0
mnf_Latn,0.0,0.0,0.0
kbm_Latn,0.0,0.0,0.0
dgc_Latn,0.0097,0.003,0.0097
ify_Latn,0.0291,0.005,0.0291
poe_Latn,0.0194,0.0013,0.0194
enq_Latn,0.0097,0.0003,0.0097
rus_Cyrl,0.7087,0.3134,0.7087
chf_Latn,0.0097,0.0013,0.0097
bbc_Latn,0.0194,0.0033,0.0194
bqj_Latn,0.0097,0.0003,0.0097
hui_Latn,0.0,0.0,0.0
jac_Latn,0.0,0.0,0.0
snf_Latn,0.0,0.0,0.0
for_Latn,0.0,0.0,0.0
btd_Latn,0.0097,0.0044,0.0097
mbc_Latn,0.0,0.0,0.0
kjh_Cyrl,0.0,0.0,0.0
mqj_Latn,0.0194,0.0033,0.0194
gui_Latn,0.0097,0.002,0.0097
xsi_Latn,0.0097,0.0003,0.0097
agr_Latn,0.0194,0.0047,0.0194
bzj_Latn,0.0097,0.0064,0.0097
xnn_Latn,0.0194,0.0074,0.0194
ade_Latn,0.0,0.0,0.0
nak_Latn,0.0097,0.0003,0.0097
kpx_Latn,0.0097,0.0003,0.0097
tuo_Latn,0.0,0.0,0.0
omw_Latn,0.0097,0.0007,0.0097
nde_Latn,0.0097,0.0003,0.0097
aak_Latn,0.0,0.0,0.0
gnw_Latn,0.0097,0.0023,0.0097
urk_Thai,0.0,0.0,0.0
mic_Latn,0.0,0.0,0.0
bef_Latn,0.0097,0.0003,0.0097
msa_Latn,0.0485,0.0094,0.0485
hae_Latn,0.0,0.0,0.0
mux_Latn,0.0,0.0,0.0
any_Latn,0.0,0.0,0.0
amn_Latn,0.0097,0.0003,0.0097
mfq_Latn,0.0,0.0,0.0
