code,mistralai/Mixtral-8x7B-v0.1_max,mistralai/Mixtral-8x7B-v0.1_mean,avg
fur_Latn,0.1057,0.0079,0.1057
fuv_Latn,0.0761,0.0043,0.0761
gaz_Latn,0.0099,0.0006,0.0099
gla_Latn,0.0287,0.0015,0.0287
gle_Latn,0.0336,0.0017,0.0336
glg_Latn,0.1907,0.0161,0.1907
grn_Latn,0.0474,0.0025,0.0474
guj_Gujr,0.0,0.0,0.0
hat_Latn,0.0623,0.0043,0.0623
hau_Latn,0.0504,0.0028,0.0504
heb_Hebr,0.001,0.0001,0.001
hin_Deva,0.001,0.0,0.001
hne_Deva,0.002,0.0001,0.002
hrv_Latn,0.0455,0.0031,0.0455
hun_Latn,0.0296,0.0019,0.0296
hye_Armn,0.0,0.0,0.0
ibo_Latn,0.0395,0.0016,0.0395
ilo_Latn,0.0958,0.005,0.0958
ind_Latn,0.0603,0.0036,0.0603
isl_Latn,0.0366,0.002,0.0366
ita_Latn,0.1907,0.0172,0.1907
jav_Latn,0.0593,0.0036,0.0593
jpn_Jpan,0.003,0.0001,0.003
kab_Latn,0.0168,0.0008,0.0168
kac_Latn,0.0178,0.0009,0.0178
kam_Latn,0.0563,0.0028,0.0563
kan_Knda,0.0,0.0,0.0
kas_Arab,0.002,0.0001,0.002
kas_Deva,0.002,0.0001,0.002
kat_Geor,0.0,0.0,0.0
kaz_Cyrl,0.003,0.0001,0.003
kbp_Latn,0.0128,0.0005,0.0128
kea_Latn,0.0791,0.0064,0.0791
khk_Cyrl,0.001,0.0001,0.001
khm_Khmr,0.003,0.0001,0.003
kik_Latn,0.0464,0.0021,0.0464
kin_Latn,0.0395,0.0018,0.0395
kir_Cyrl,0.0049,0.0002,0.0049
kmb_Latn,0.0267,0.0013,0.0267
kmr_Latn,0.0198,0.0012,0.0198
knc_Arab,0.003,0.0001,0.003
knc_Latn,0.0494,0.0023,0.0494
kon_Latn,0.0445,0.0023,0.0445
kor_Hang,0.0069,0.0004,0.0069
lao_Laoo,0.002,0.0001,0.002
lij_Latn,0.081,0.0049,0.081
lim_Latn,0.0968,0.0063,0.0968
lin_Latn,0.0642,0.0036,0.0642
lit_Latn,0.0198,0.0014,0.0198
lmo_Latn,0.0781,0.0047,0.0781
ltg_Latn,0.0138,0.0009,0.0138
ltz_Latn,0.0652,0.0038,0.0652
lua_Latn,0.0553,0.0028,0.0553
lug_Latn,0.0613,0.0028,0.0613
luo_Latn,0.0731,0.0042,0.0731
lus_Latn,0.0524,0.0031,0.0524
lvs_Latn,0.0109,0.0005,0.0109
mag_Deva,0.0,0.0,0.0
mai_Deva,0.0,0.0,0.0
mal_Mlym,0.0,0.0,0.0
mar_Deva,0.0,0.0,0.0
min_Arab,0.0,0.0,0.0
min_Latn,0.0534,0.0038,0.0534
mkd_Cyrl,0.0128,0.0007,0.0128
mlt_Latn,0.0494,0.0025,0.0494
mni_Beng,0.001,0.0,0.001
mos_Latn,0.0287,0.0014,0.0287
mri_Latn,0.0445,0.0021,0.0445
mya_Mymr,0.001,0.0,0.001
nld_Latn,0.1265,0.0102,0.1265
nno_Latn,0.1107,0.0078,0.1107
nob_Latn,0.1166,0.0085,0.1166
npi_Deva,0.003,0.0001,0.003
nso_Latn,0.08,0.0042,0.08
nus_Latn,0.0089,0.0003,0.0089
nya_Latn,0.0613,0.003,0.0613
oci_Latn,0.1383,0.0106,0.1383
ory_Orya,0.0,0.0,0.0
pag_Latn,0.2075,0.0174,0.2075
pan_Guru,0.0,0.0,0.0
pap_Latn,0.1117,0.0088,0.1117
pbt_Arab,0.002,0.0001,0.002
pes_Arab,0.001,0.0001,0.001
plt_Latn,0.0405,0.0018,0.0405
pol_Latn,0.0425,0.0032,0.0425
por_Latn,0.1462,0.0154,0.1462
prs_Arab,0.001,0.0001,0.001
quy_Latn,0.0217,0.001,0.0217
ron_Latn,0.1067,0.0057,0.1067
run_Latn,0.0316,0.0017,0.0316
rus_Cyrl,0.0306,0.0022,0.0306
sag_Latn,0.0435,0.0024,0.0435
san_Deva,0.001,0.0,0.001
sat_Olck,0.0,0.0,0.0
scn_Latn,0.0642,0.0048,0.0642
shn_Mymr,0.001,0.0,0.001
sin_Sinh,0.0,0.0,0.0
slk_Latn,0.0346,0.0024,0.0346
slv_Latn,0.0356,0.003,0.0356
smo_Latn,0.0514,0.0027,0.0514
sna_Latn,0.0385,0.0019,0.0385
snd_Arab,0.002,0.0001,0.002
som_Latn,0.0366,0.0016,0.0366
sot_Latn,0.0682,0.0034,0.0682
spa_Latn,0.246,0.0219,0.246
srd_Latn,0.086,0.0056,0.086
srp_Cyrl,0.0089,0.0007,0.0089
ssw_Latn,0.0366,0.002,0.0366
sun_Latn,0.0583,0.0039,0.0583
swe_Latn,0.1235,0.009,0.1235
swh_Latn,0.0326,0.0018,0.0326
szl_Latn,0.0375,0.0025,0.0375
tam_Taml,0.001,0.0,0.001
taq_Latn,0.0524,0.0026,0.0524
taq_Tfng,0.001,0.0,0.001
tat_Cyrl,0.004,0.0002,0.004
tel_Telu,0.002,0.0001,0.002
tgk_Cyrl,0.0079,0.0003,0.0079
tgl_Latn,0.0721,0.0039,0.0721
tha_Thai,0.0049,0.0001,0.0049
tir_Ethi,0.0,0.0,0.0
tpi_Latn,0.1255,0.0074,0.1255
tsn_Latn,0.0573,0.0028,0.0573
tso_Latn,0.0455,0.0024,0.0455
tuk_Latn,0.0099,0.0004,0.0099
tum_Latn,0.0375,0.0017,0.0375
tur_Latn,0.0138,0.0007,0.0138
twi_Latn,0.086,0.0042,0.086
tzm_Tfng,0.001,0.0,0.001
uig_Arab,0.0,0.0,0.0
ukr_Cyrl,0.0079,0.0006,0.0079
umb_Latn,0.0296,0.0019,0.0296
urd_Arab,0.0,0.0,0.0
uzn_Latn,0.0119,0.0007,0.0119
vec_Latn,0.1117,0.0099,0.1117
vie_Latn,0.0217,0.001,0.0217
war_Latn,0.1265,0.0064,0.1265
wol_Latn,0.0672,0.004,0.0672
xho_Latn,0.0484,0.0022,0.0484
ydd_Hebr,0.001,0.0,0.001
yor_Latn,0.0287,0.0013,0.0287
yue_Hant,0.0128,0.0009,0.0128
zho_Hans,0.0188,0.0018,0.0188
zho_Hant,0.0069,0.0005,0.0069
zsm_Latn,0.0623,0.0039,0.0623
zul_Latn,0.0336,0.0014,0.0336
