code,mistralai/Mixtral-8x7B-v0.1_max,mistralai/Mixtral-8x7B-v0.1_mean,avg
yuz_Latn,0.0194,0.0062,0.0194
cbi_Latn,0.0,0.0,0.0
bhl_Latn,0.0097,0.0003,0.0097
rkb_Latn,0.0,0.0,0.0
nsm_Latn,0.0097,0.0003,0.0097
qvz_Latn,0.0097,0.0026,0.0097
sag_Latn,0.0194,0.0056,0.0194
tam_Taml,0.0971,0.0138,0.0971
ngc_Latn,0.0097,0.0009,0.0097
tpp_Latn,0.0194,0.005,0.0194
tha_Thai,0.1262,0.048,0.1262
tsg_Latn,0.0194,0.0062,0.0194
lsi_Latn,0.0097,0.0003,0.0097
dug_Latn,0.0291,0.0106,0.0291
zyb_Latn,0.0097,0.0044,0.0097
bsp_Latn,0.0194,0.0024,0.0194
zpi_Latn,0.0291,0.0053,0.0291
pdt_Latn,0.0485,0.0159,0.0485
djk_Latn,0.0194,0.0024,0.0194
cor_Latn,0.0194,0.0032,0.0194
che_Cyrl,0.0097,0.0026,0.0097
hat_Latn,0.1456,0.0421,0.1456
nnh_Latn,0.0194,0.0079,0.0194
rup_Latn,0.0388,0.0144,0.0388
cle_Latn,0.0097,0.0024,0.0097
mpg_Latn,0.0097,0.0041,0.0097
mcn_Latn,0.0291,0.0065,0.0291
ots_Latn,0.0097,0.0047,0.0097
kmm_Latn,0.0097,0.0009,0.0097
hak_Hani,0.301,0.1097,0.301
maf_Latn,0.0194,0.0106,0.0194
ura_Latn,0.0,0.0,0.0
bdh_Latn,0.0097,0.0059,0.0097
gvl_Latn,0.0097,0.0006,0.0097
azg_Latn,0.0097,0.0044,0.0097
nin_Latn,0.0097,0.0074,0.0097
qul_Latn,0.0291,0.0121,0.0291
ifk_Latn,0.0194,0.0159,0.0194
fub_Latn,0.0291,0.0021,0.0291
dah_Latn,0.0097,0.0006,0.0097
kat_Geor,0.0485,0.015,0.0485
taq_Latn,0.0,0.0,0.0
tbf_Latn,0.0097,0.0035,0.0097
acr_Latn,0.0291,0.0021,0.0291
nhr_Latn,0.0097,0.005,0.0097
tlh_Latn,0.1359,0.0188,0.1359
loq_Latn,0.0097,0.0006,0.0097
gaw_Latn,0.0097,0.0003,0.0097
met_Latn,0.0194,0.0038,0.0194
bss_Latn,0.0097,0.0029,0.0097
ake_Latn,0.0097,0.0065,0.0097
tif_Latn,0.0,0.0,0.0
tzo_Latn,0.0194,0.0053,0.0194
arp_Latn,0.0291,0.0071,0.0291
ian_Latn,0.0097,0.0003,0.0097
kud_Latn,0.0097,0.0088,0.0097
tcz_Latn,0.0194,0.0024,0.0194
miq_Latn,0.0194,0.0068,0.0194
kaz_Cyrl,0.0388,0.0074,0.0388
shn_Mymr,0.0,0.0,0.0
kez_Latn,0.0097,0.0029,0.0097
lem_Latn,0.0097,0.0006,0.0097
lus_Latn,0.0097,0.0032,0.0097
hmr_Latn,0.0097,0.0018,0.0097
kpj_Latn,0.0097,0.0003,0.0097
cbk_Latn,0.1748,0.0918,0.1748
dgr_Latn,0.0097,0.0047,0.0097
twu_Latn,0.0097,0.0074,0.0097
npi_Deva,0.1845,0.0338,0.1845
nso_Latn,0.0194,0.005,0.0194
ivv_Latn,0.0194,0.0068,0.0194
lbk_Latn,0.0291,0.0097,0.0291
rmy_Latn,0.0291,0.0147,0.0291
kde_Latn,0.0194,0.0085,0.0194
tar_Latn,0.0097,0.0012,0.0097
aso_Latn,0.0097,0.0003,0.0097
mxp_Latn,0.0194,0.0021,0.0194
nlc_Latn,0.0,0.0,0.0
gux_Latn,0.0194,0.0059,0.0194
not_Latn,0.0097,0.0026,0.0097
urb_Latn,0.0097,0.0009,0.0097
snw_Latn,0.0097,0.0038,0.0097
ajz_Latn,0.0097,0.0088,0.0097
aim_Latn,0.0097,0.0003,0.0097
nys_Latn,0.0194,0.0029,0.0194
njz_Latn,0.0097,0.0053,0.0097
nim_Latn,0.0097,0.0076,0.0097
bbr_Latn,0.0097,0.0018,0.0097
ese_Latn,0.0097,0.0026,0.0097
kog_Latn,0.0097,0.005,0.0097
otq_Latn,0.0097,0.0026,0.0097
buk_Latn,0.0,0.0,0.0
meu_Latn,0.0097,0.0018,0.0097
bcl_Latn,0.1359,0.0347,0.1359
tvk_Latn,0.0097,0.0003,0.0097
fao_Latn,0.2718,0.0841,0.2718
csk_Latn,0.0194,0.0021,0.0194
tab_Cyrl,0.0097,0.0059,0.0097
due_Latn,0.0194,0.0044,0.0194
gnd_Latn,0.0194,0.005,0.0194
suz_Deva,0.0097,0.0009,0.0097
ons_Latn,0.0097,0.0044,0.0097
suk_Latn,0.0194,0.0053,0.0194
kue_Latn,0.0,0.0,0.0
wob_Latn,0.0097,0.0012,0.0097
mxq_Latn,0.0097,0.0015,0.0097
eko_Latn,0.0097,0.0006,0.0097
apy_Latn,0.0097,0.0009,0.0097
nsn_Latn,0.0097,0.0015,0.0097
crt_Latn,0.0194,0.0082,0.0194
urd_Arab,0.2427,0.0615,0.2427
npy_Latn,0.0194,0.0118,0.0194
sbs_Latn,0.0194,0.0068,0.0194
ttc_Latn,0.0097,0.0012,0.0097
ojb_Latn,0.0097,0.0003,0.0097
srm_Latn,0.0194,0.0062,0.0194
mwc_Latn,0.0194,0.0029,0.0194
zaj_Latn,0.0194,0.0038,0.0194
kha_Latn,0.0097,0.0003,0.0097
tna_Latn,0.0194,0.0082,0.0194
hvn_Latn,0.0291,0.005,0.0291
mad_Latn,0.0194,0.0068,0.0194
izr_Latn,0.0194,0.0056,0.0194
mbs_Latn,0.0291,0.0085,0.0291
btt_Latn,0.0097,0.0009,0.0097
kmo_Latn,0.0,0.0,0.0
gag_Cyrl,0.0291,0.0103,0.0291
aze_Latn,0.1359,0.0388,0.1359
ayr_Latn,0.0194,0.0062,0.0194
nou_Latn,0.0194,0.0009,0.0194
gvn_Latn,0.0097,0.0024,0.0097
cgc_Latn,0.0291,0.0121,0.0291
mxv_Latn,0.0097,0.0006,0.0097
kwj_Latn,0.0097,0.0021,0.0097
kdc_Latn,0.0194,0.0062,0.0194
sgz_Latn,0.0097,0.0029,0.0097
tbc_Latn,0.0097,0.0003,0.0097
kru_Deva,0.0194,0.0071,0.0194
crs_Latn,0.0777,0.0209,0.0777
por_Latn,0.8738,0.5708,0.8738
kqs_Latn,0.0097,0.0003,0.0097
chq_Latn,0.0097,0.0026,0.0097
vie_Latn,0.3398,0.1377,0.3398
zam_Latn,0.0194,0.0009,0.0194
nyu_Latn,0.0097,0.0038,0.0097
mbt_Latn,0.0194,0.0068,0.0194
bts_Latn,0.0291,0.0074,0.0291
urd_Latn,0.2427,0.06,0.2427
cnh_Latn,0.0194,0.0015,0.0194
azb_Latn,0.1553,0.0456,0.1553
mar_Deva,0.068,0.0109,0.068
bgz_Latn,0.0194,0.0082,0.0194
nmz_Latn,0.0194,0.0118,0.0194
mck_Latn,0.0097,0.0012,0.0097
lin_Latn,0.0388,0.01,0.0388
alt_Cyrl,0.0097,0.0015,0.0097
anm_Latn,0.0097,0.0003,0.0097
mfe_Latn,0.0485,0.0147,0.0485
zpl_Latn,0.0097,0.0032,0.0097
kyg_Latn,0.0097,0.0003,0.0097
fra_Latn,0.9903,0.7746,0.9903
tee_Latn,0.0097,0.0018,0.0097
yaq_Latn,0.0,0.0,0.0
kub_Latn,0.0097,0.0018,0.0097
bon_Latn,0.0097,0.0009,0.0097
cek_Latn,0.0097,0.0044,0.0097
eng_Latn,1.0,1.0,1.0
tte_Latn,0.0097,0.0009,0.0097
emp_Latn,0.0097,0.0044,0.0097
quh_Latn,0.0291,0.0091,0.0291
tgl_Latn,0.301,0.118,0.301
gid_Latn,0.0097,0.0015,0.0097
oym_Latn,0.0,0.0,0.0
kal_Latn,0.0194,0.0038,0.0194
sab_Latn,0.0097,0.0012,0.0097
mhi_Latn,0.0194,0.0121,0.0194
fuf_Latn,0.0097,0.0003,0.0097
tuk_Cyrl,0.0194,0.0024,0.0194
bnp_Latn,0.0194,0.0032,0.0194
swe_Latn,0.7961,0.4663,0.7961
nld_Latn,0.9223,0.5999,0.9223
snp_Latn,0.0097,0.0003,0.0097
shi_Latn,0.0097,0.0079,0.0097
ald_Latn,0.0097,0.0026,0.0097
vid_Latn,0.0097,0.0038,0.0097
nij_Latn,0.0194,0.0112,0.0194
wca_Latn,0.0097,0.0018,0.0097
mwe_Latn,0.0097,0.0038,0.0097
nhu_Latn,0.0097,0.0003,0.0097
kyf_Latn,0.0194,0.0029,0.0194
sja_Latn,0.0097,0.0018,0.0097
zpm_Latn,0.0097,0.0006,0.0097
kix_Latn,0.0,0.0,0.0
bum_Latn,0.0194,0.0103,0.0194
klv_Latn,0.0194,0.0012,0.0194
qxr_Latn,0.0194,0.0035,0.0194
akb_Latn,0.0194,0.0044,0.0194
nnl_Latn,0.0097,0.0024,0.0097
bfd_Latn,0.0097,0.0024,0.0097
tzh_Latn,0.0194,0.0041,0.0194
pbi_Latn,0.0097,0.0021,0.0097
tpt_Latn,0.0097,0.005,0.0097
ndp_Latn,0.0097,0.0091,0.0097
pkb_Latn,0.0194,0.0047,0.0194
lsm_Latn,0.0194,0.0082,0.0194
ses_Latn,0.0097,0.0088,0.0097
gnb_Latn,0.0097,0.0041,0.0097
yap_Latn,0.0097,0.0018,0.0097
cut_Latn,0.0194,0.0062,0.0194
iqw_Latn,0.0097,0.0035,0.0097
agg_Latn,0.0,0.0,0.0
ted_Latn,0.0,0.0,0.0
fai_Latn,0.0097,0.0003,0.0097
vap_Latn,0.0097,0.0009,0.0097
biv_Latn,0.0097,0.0044,0.0097
maa_Latn,0.0194,0.0088,0.0194
nlg_Latn,0.0291,0.0109,0.0291
dks_Latn,0.0194,0.0009,0.0194
nop_Latn,0.0097,0.0056,0.0097
zao_Latn,0.0194,0.0056,0.0194
nii_Latn,0.0097,0.0003,0.0097
shj_Latn,0.0097,0.0062,0.0097
jav_Latn,0.0291,0.0159,0.0291
kao_Latn,0.0194,0.0088,0.0194
crq_Latn,0.0194,0.0082,0.0194
tgo_Latn,0.0194,0.0021,0.0194
yrk_Cyrl,0.0194,0.0079,0.0194
ncu_Latn,0.0097,0.0009,0.0097
plg_Latn,0.0097,0.0006,0.0097
cax_Latn,0.0194,0.0053,0.0194
mxt_Latn,0.0194,0.0053,0.0194
hig_Latn,0.0194,0.0088,0.0194
stq_Latn,0.0777,0.0271,0.0777
acu_Latn,0.0097,0.0012,0.0097
cth_Latn,0.0194,0.0044,0.0194
tav_Latn,0.0097,0.0006,0.0097
myk_Latn,0.0097,0.0047,0.0097
nds_Latn,0.0388,0.0188,0.0388
